,agent_loc_ahead_1_linear_layer2_channel[35]_tick3,agent_loc_ahead_1_linear_layer2_channel[50]_tick3,agent_loc_ahead_1_linear_layer2_channel[53]_tick3,agent_loc_ahead_1_linear_layer2_channel[54]_tick3,agent_loc_ahead_1_linear_layer2_channel[58]_tick3,agent_loc_ahead_1_linear_layer2_channel[56]_tick3
train_loss,3.834169989282435,3.991614656014876,3.9260620447722347,3.8033778071403503,4.063788581978191,3.9553827860138635
val_loss,3.940457820892334,4.098700714111328,4.001305341720581,3.7889346837997437,4.131585741043091,3.989593267440796
val_acc,0.2875816993464052,0.1437908496732026,0.27124183006535946,0.4673202614379085,0.09803921568627451,0.32679738562091504
test_acc,0.26666666666666666,0.11304347826086956,0.21739130434782608,0.4,0.06086956521739131,0.21739130434782608
