,action_linear_layer2_channel[35]_tick3,action_linear_layer2_channel[53]_tick3,action_linear_layer2_channel[54]_tick3,action_linear_layer2_channel[58]_tick3,action_linear_layer2_channel[56]_tick3
train_loss,1.3866479371183662,1.180779662183536,1.2387027086750153,1.260235103227759,1.3917865701901015
val_loss,1.4043245965784246,1.1434088078412143,1.2468028285286643,1.2302683158354326,1.4038106961683794
val_acc,0.4815950920245399,0.803680981595092,0.7024539877300614,0.7607361963190185,0.5276073619631901
test_acc,0.39669421487603307,0.6088154269972452,0.6198347107438017,0.8154269972451791,0.41046831955922863
