,action_linear_layer0_channel[3]_tick3,action_linear_layer0_channel[21]_tick3,action_linear_layer0_channel[22]_tick3,action_linear_layer0_channel[23]_tick3,action_linear_layer0_channel[26]_tick3,action_linear_layer0_channel[28]_tick3,action_linear_layer1_channel[3]_tick3,action_linear_layer1_channel[21]_tick3,action_linear_layer1_channel[22]_tick3,action_linear_layer1_channel[23]_tick3,action_linear_layer1_channel[26]_tick3,action_linear_layer1_channel[28]_tick3,action_linear_layer2_channel[3]_tick3,action_linear_layer2_channel[21]_tick3,action_linear_layer2_channel[22]_tick3,action_linear_layer2_channel[23]_tick3,action_linear_layer2_channel[26]_tick3,action_linear_layer2_channel[28]_tick3
train_loss,1.5130052803323164,1.520904576602507,1.5385454327510786,1.4808874066652695,1.5177113977382457,1.5484774874504255,1.5382613724395717,1.5027237732754122,1.4938432457227848,1.5003388185100577,1.518989639574499,1.5118539752808657,1.1276425993943187,1.0629242064598334,1.0585938861908626,1.469468214590352,1.203579144499494,1.3956176191399234
val_loss,1.5258508205413819,1.5350567297501998,1.552926761453802,1.4966820153323086,1.524103167924014,1.5568071018565786,1.54315425157547,1.5071091955358331,1.5127334887331183,1.5068670565431768,1.540276487307115,1.5233956770463424,1.1350184017961675,1.0708646340803667,1.0591678066687151,1.487324549935081,1.2096389705484563,1.4081640254367482
val_acc,0.35277301315037163,0.3319039451114923,0.2978845054316752,0.39165237278444825,0.3481989708404803,0.2950257289879931,0.31189251000571755,0.38421955403087477,0.361349342481418,0.3716409376786735,0.31989708404802747,0.36163522012578614,0.7850200114351058,0.8590623213264723,0.866781017724414,0.41109205260148657,0.7055460263007433,0.4968553459119497
test_acc,0.363433044450657,0.3329605814928711,0.3187028235951915,0.4246575342465753,0.3606374056471904,0.2834777746715124,0.31031590718479174,0.36902432205759017,0.3715403969807101,0.37377690802348335,0.33044450656975116,0.33351970925356444,0.7797036622868325,0.87447581772435,0.8588202404249371,0.43024881185350855,0.6947162426614482,0.4900754822476936
