,action_ahead_2_linear_layer2_channelxenc_tick3,action_ahead_2_linear_layer2_channelcell_tick3,action_ahead_2_linear_layer2_channelhidden_tick3,action_ahead_2_linear_layer2_channelhiddenxenc_tick3
train_loss,1.2491998939678586,1.0836499312828327,1.1356527497028481,1.08430323724089
val_loss,1.602445125579834,1.4892022439411707,1.5286745854786463,1.5512268883841378
val_acc,0.2619047619047619,0.3761904761904762,0.3476190476190476,0.3380952380952381
test_acc,0.37037037037037035,0.37037037037037035,0.42592592592592593,0.4305555555555556
