,agent_loc_linear_layer2_channelcell_tick3,agent_loc_ahead_1_linear_layer2_channelcell_tick3,agent_loc_ahead_2_linear_layer2_channelcell_tick3,agent_loc_ahead_3_linear_layer2_channelcell_tick3,agent_loc_ahead_4_linear_layer2_channelcell_tick3,agent_loc_ahead_5_linear_layer2_channelcell_tick3,agent_loc_ahead_6_linear_layer2_channelcell_tick3
train_loss,3.190465081309638,3.206316248633856,3.2681291689540175,3.34364113024885,3.4549959833238546,3.5759629767960037,3.651753366932559
val_loss,3.2074616809324783,3.2535010289135236,3.3666639185237313,3.5089935157524708,3.6651111018632374,3.79991590321719,3.885486008637587
val_acc,0.9779432664430675,0.932195210231043,0.8213082012233179,0.6797709432505469,0.5251296370163542,0.39002064693737093,0.3017536355859709
test_acc,0.9806550244017169,0.934317941048171,0.820907044065616,0.6807605371626113,0.5256735449372729,0.38784349925442024,0.31390134529147984
test_top3,0.9931792791203622,0.9723312768741821,0.91193309745899,0.8454327881930594,0.7420305751696716,0.6154228502449762,0.538337131515107
