,action_linear_layer2_channel[3]_tick3,action_linear_layer2_channel[21]_tick3,action_linear_layer2_channel[22]_tick3,action_linear_layer2_channel[24]_tick3,action_linear_layer2_channel[26]_tick3,action_linear_layer2_channel[28]_tick3
train_loss,1.0997194894341265,1.074997342471629,1.0484258474063264,1.30495662348611,1.2246668661581173,1.3857201215809087
val_loss,1.117777216232429,1.0883294020668934,1.0520446118661912,1.3253102605625735,1.2203440140869657,1.399578995623831
val_acc,0.8101604278074866,0.8550802139037433,0.8866310160427807,0.6240641711229946,0.7064171122994652,0.5106951871657754
test_acc,0.8200946870068385,0.873224618621778,0.8784850078905839,0.6480799579168859,0.6801683324566018,0.49658074697527615
