,action_ahead_1_linear_layer2_channel[35]_tick3,action_ahead_1_linear_layer2_channel[53]_tick3,action_ahead_1_linear_layer2_channel[54]_tick3,action_ahead_1_linear_layer2_channel[58]_tick3,action_ahead_1_linear_layer2_channel[56]_tick3
train_loss,1.4860890128395774,1.4731411676515231,1.4586440202864734,1.4918205927718768,1.456950930031863
val_loss,1.5022475719451904,1.4991177558898925,1.464797270298004,1.5170241117477417,1.4500914454460143
val_acc,0.37254901960784315,0.3660130718954248,0.42483660130718953,0.4084967320261438,0.434640522875817
test_acc,0.30144927536231886,0.3333333333333333,0.3333333333333333,0.3188405797101449,0.2956521739130435
