,agent_loc_ahead_3_linear_layer0_channelhidden_tick3,agent_loc_ahead_3_linear_layer0_channelcell_tick3,agent_loc_ahead_3_linear_layer0_channelhiddenxenc_tick3,agent_loc_ahead_3_linear_layer1_channelhidden_tick3,agent_loc_ahead_3_linear_layer1_channelcell_tick3,agent_loc_ahead_3_linear_layer1_channelhiddenxenc_tick3,agent_loc_ahead_3_linear_layer2_channelhidden_tick3,agent_loc_ahead_3_linear_layer2_channelcell_tick3,agent_loc_ahead_3_linear_layer2_channelhiddenxenc_tick3
train_loss,3.489298195473327,3.5388071490345343,3.308115511111684,3.5461739832580963,3.707641538165716,3.339882287465729,3.356240717855208,3.3839693532293422,3.3014248117537135
val_loss,3.8481922245025633,3.886145044962565,3.667637701034546,3.91255251566569,3.9739865493774413,3.740232381820679,3.6344894631703695,3.6456172211964923,3.612812064488729
val_acc,0.36424674779689464,0.307175828787243,0.5388166177087704,0.28157784305497274,0.21569450272765422,0.4653797733948804,0.5891733109525807,0.5602182123373899,0.5946286193873269
test_acc,0.3689085783326621,0.3097060008054772,0.5328231977446637,0.2786951268626661,0.2198952879581152,0.4687877567458719,0.5976641159887233,0.5537656061216271,0.6012887635924286
