,action_linear_layer2_channel[35]_tick3,action_linear_layer2_channel[53]_tick3,action_linear_layer2_channel[54]_tick3,action_linear_layer2_channel[58]_tick3,action_linear_layer2_channel[56]_tick3
train_loss,1.3900781267432756,1.1816026382548834,1.237675873182153,1.2597399796209028,1.3919851792755948
val_loss,1.4049505537206477,1.143470666625283,1.2448869293386287,1.2311949621547351,1.4025743441148237
val_acc,0.49693251533742333,0.8098159509202454,0.7177914110429447,0.7699386503067485,0.5184049079754601
test_acc,0.39944903581267216,0.6060606060606061,0.6225895316804407,0.8126721763085399,0.4132231404958678
