,action_linear_layer2_channel[35]_tick3,action_linear_layer2_channel[53]_tick3,action_linear_layer2_channel[54]_tick3,action_linear_layer2_channel[58]_tick3,action_linear_layer2_channel[56]_tick3
train_loss,1.3862695091514177,1.1817499655549244,1.2388432833456224,1.2576341898210588,1.391871275440339
val_loss,1.4039940508929165,1.143185713074424,1.2510903748598965,1.2318494319915771,1.4048298380591653
val_acc,0.48773006134969327,0.8006134969325154,0.6809815950920245,0.7638036809815951,0.50920245398773
test_acc,0.39944903581267216,0.6088154269972452,0.6088154269972452,0.8099173553719008,0.40771349862258954
