,agent_loc_linear_layer0_channelhidden_tick3,agent_loc_linear_layer0_channelcell_tick3,agent_loc_linear_layer0_channelhiddenxenc_tick3,agent_loc_linear_layer1_channelhidden_tick3,agent_loc_linear_layer1_channelcell_tick3,agent_loc_linear_layer1_channelhiddenxenc_tick3,agent_loc_linear_layer2_channelhidden_tick3,agent_loc_linear_layer2_channelcell_tick3,agent_loc_linear_layer2_channelhiddenxenc_tick3
train_loss,3.2020413195365443,3.214072237097221,3.185378312033947,3.2373056301809524,3.4455335978472266,3.185378312033947,3.1853806556817092,3.2228999258118334,3.185378312033947
val_loss,3.3488413530237535,3.2869010280160342,3.1853783270891975,3.4507806301116943,3.624690521464628,3.1853783495285932,3.1867910441230327,3.2338909008923697,3.1853783579433665
val_acc,0.876534027519524,0.9185570844179992,1.0,0.7969505392339159,0.5756786909631834,1.0,0.999256229081443,0.9505392339159539,1.0
test_acc,0.890347764371895,0.8828956706884316,1.0,0.7934705464868701,0.5865862313697658,1.0,0.9996451383960255,0.9485450674237047,1.0
