,action_traj_1_linear_layer0_channelhidden_tick3,action_traj_1_linear_layer0_channelcell_tick3,action_traj_1_linear_layer0_channelhiddenxenc_tick3,action_traj_1_linear_layer1_channelhidden_tick3,action_traj_1_linear_layer1_channelcell_tick3,action_traj_1_linear_layer1_channelhiddenxenc_tick3,action_traj_1_linear_layer2_channelhidden_tick3,action_traj_1_linear_layer2_channelcell_tick3,action_traj_1_linear_layer2_channelhiddenxenc_tick3
train_loss,2.8014398862537893,2.7551459247448906,2.7023329395247453,2.835481967531704,2.877911734909595,2.7542794017295193,2.4423868564880276,2.4437005560029337,2.423007405735267
val_loss,2.9404011398553846,2.921878933906555,2.863876721262932,2.993041491508484,2.9914071917533875,2.9093563497066497,2.6097148954868317,2.6210044085979463,2.6065672665834425
val_acc,0.32086614173228345,0.3303149606299213,0.39291338582677166,0.2614173228346457,0.2566929133858268,0.34409448818897637,0.6566929133858268,0.6350393700787401,0.6527559055118111
test_acc,0.324007561436673,0.32930056710775046,0.4090737240075614,0.2551984877126654,0.24688090737240076,0.33724007561436675,0.6559546313799622,0.6396975425330813,0.6533081285444234
