,action_linear_layer2_channel[35]_tick3,action_linear_layer2_channel[53]_tick3,action_linear_layer2_channel[54]_tick3,action_linear_layer2_channel[58]_tick3,action_linear_layer2_channel[56]_tick3
train_loss,1.3880906989497523,1.1808951298395793,1.2371378701220277,1.2595980987753919,1.391803570972976
val_loss,1.4038733677430586,1.1459854190999812,1.2461883479898626,1.2315450364893132,1.405373670838096
val_acc,0.49079754601226994,0.803680981595092,0.696319018404908,0.7515337423312883,0.5184049079754601
test_acc,0.40771349862258954,0.6115702479338843,0.6005509641873278,0.8099173553719008,0.41046831955922863
