,0,1,2
0,0.2994090838784298,0.4801040489083209,0.5012204979614341
1,0.5226367257712,0.6111431590542776,0.6039023546061508
2,0.5970424083643965,0.6745468783366325,0.6633642859551173
3,0.616642225323516,0.7048160712018317,0.6887165588772569
4,0.6563931881613083,0.7419090217232797,0.7270386588663174
5,0.6869658832071703,0.7618037392575236,0.7517561380695958
6,0.6851011217939188,0.7701306049201667,0.7492264001314672
7,0.7069782997491516,0.787279312994747,0.7714595528533934
8,0.722427141688593,0.7978760878098197,0.7848489469474935
9,0.7152008860666431,0.7993740090519597,0.7745357159654599
10,0.7334543122231238,0.8079571081410115,0.7925282872139596
11,0.7399728519842975,0.8136143120414104,0.80075492492522
12,0.7237144852006121,0.8117366336562877,0.7838255208037275
13,0.746055307247186,0.8205564155678078,0.8013991188413297
14,0.7510647188229957,0.8209439137570905,0.8048140621622513
15,0.7311259074248991,0.8194235339228079,0.7903540685244865
16,0.7509850844749723,0.822396083892359,0.8045065342619977
17,0.7559121694923229,0.8254686757010636,0.8105834250410492
18,0.7388806617370787,0.8230123629459325,0.7953803901845414
19,0.7532254530595004,0.8275483258443441,0.8101102354569599
20,0.7574068650113287,0.827301633029303,0.8147333656615128
21,0.7383747075845394,0.8223645325132052,0.7980072702418808
22,0.7561470202331725,0.8292589844935611,0.8131778340202016
23,0.7613118130788302,0.8318638810620917,0.8198408652969317
24,0.7461825517317038,0.8307257233251499,0.8049056728296524
25,0.760149413863451,0.8335868454699205,0.8198574068911941
26,0.7682998793558673,0.8369545256201417,0.8255143078875679
27,0.7458334485040374,0.8323055295059254,0.8051544517589911
28,0.7657962714117239,0.8371410152613493,0.8230246133404177
29,0.7693946906934284,0.838141766918749,0.8249087180113357
30,0.7504475934167001,0.8360190662860436,0.8054110207760362
31,0.7664382286566321,0.8405331966540733,0.8220148541640668
32,0.7732648032788156,0.8416081654418546,0.8282446199910038
33,0.751853628163652,0.8375470416256988,0.8098389266735159
34,0.7695366304501701,0.8424922505525971,0.8246029824748585
35,0.7755062009583119,0.8419470241777773,0.8279205960179115
36,0.7562079822614317,0.8388466760692104,0.8108619164552278
37,0.7722933052324797,0.8439533177100822,0.8321201503826784
38,0.7770559416910925,0.8448494434139863,0.8361442229104608
39,0.7573157605768756,0.8397471101278876,0.8146985637348129
40,0.7730678141046974,0.8453240870644533,0.8311716785971084
41,0.7772855607334891,0.8435329851108796,0.8328407376602165
42,0.7606583098463316,0.8381071381947762,0.8148258292450787
43,0.7794899008828183,0.8407998682878808,0.8348039111518809
44,0.7825399752288951,0.8428770288506267,0.8383389920664043
45,0.7608272355468417,0.8426460845313626,0.8177516356692597
46,0.7841621260262193,0.8464856796147704,0.8385759888580309
47,0.7841970508226819,0.8457860774955777,0.8392014015771203
48,0.7554594217379496,0.8456586721371783,0.8218249264706252
49,0.7838975168137169,0.8469779484698287,0.8397991534223249
50,0.7873233691099566,0.8508062555093368,0.842935048945745
51,0.7595956692661573,0.8470879193707175,0.8231684357145126
52,0.7824028220781246,0.8471244861549191,0.8429887760866608
53,0.7890338205759312,0.8515051061925323,0.8461876335795425
54,0.7631794888084544,0.8478149138394127,0.8222345111626224
55,0.78349922156426,0.8548532628515292,0.841609524512037
56,0.7870744483421299,0.8585529373207492,0.8456812981757749
