,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.8872301215762997,0.8798918739519285,0.9162835382895472,0.8078103165176076
Precision_0,0.9701075745825551,0.9688233027413393,0.9747393812670331,0.8392392134956782
Recall_0,0.9718729184638399,0.9746153594164602,0.9773550704855917,0.994168422891711
F1_0,0.9709894441363995,0.97171070000626,0.9760454734431548,0.9101577944268862
Precision_1,0.5761502425966204,0.5218344043271231,0.6577600357430772,1.0
Recall_1,0.6037519175980715,0.4947534516765286,0.5936532982686828,0.0
F1_1,0.5896282344883677,0.5079332223372182,0.6240646540602307,0.0
Precision_2,0.5457578991155885,0.4922852170149065,0.7112127447368658,1.0
Recall_2,0.533673487434342,0.48272995773128413,0.6999363316414057,0.0
F1_2,0.5396480497880788,0.4874607660608009,0.7055294835969498,0.0
Precision_3,0.5207083923963217,0.5325225648587772,0.6879021134593993,0.26666666666666666
Recall_3,0.4975342513327198,0.5706384899894077,0.6711611592491622,0.005730260987341333
F1_3,0.5088576122186209,0.5509220452640402,0.6794285287383599,0.011219433418612361
Precision_4,0.5668579589490825,0.5055374468652905,0.6619479495268139,0.2400312545119455
Recall_4,0.5611503349109059,0.4572546788389755,0.7235713485228575,0.2436358307255972
F1_4,0.5639897068889331,0.48018540396427717,0.691389244690096,0.24182011089054692
Avg_F1,0.63462260950408,0.5996424275265194,0.7352914769057582,0.2326394677472091
