,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9873248847121296,0.9895965797931805,0.987144965762996,0.9198085522638345
Precision_0,0.993848468389705,0.9957696981800204,0.9945294951992486,0.9395199481353546
Recall_0,0.9944645200402669,0.994683467564384,0.9937814037650217,0.992783976155155
F1_0,0.9941563987773867,0.9952262864831761,0.9941553087494172,0.9654178497095167
Precision_1,0.9238255268501016,0.9273021563952173,0.9152580611571969,0.5530259365994237
Recall_1,0.935682881860729,0.9445468727840023,0.9349560346050205,0.27215997730818325
F1_1,0.9297163995067818,0.9358450796996444,0.9250021924055073,0.3647942210816462
Precision_2,0.9416327773697128,0.9434252930552113,0.9346669016566795,0.5690519076469625
Recall_2,0.9272470671253418,0.9399135573784952,0.9355737849519273,0.3065361206668431
F1_2,0.9343845552158145,0.9416661511678258,0.9351201234295791,0.3984407246044485
Precision_3,0.9289000195378413,0.9300781723952646,0.9120347306241549,0.5790627362055933
Recall_3,0.9249571107691763,0.9490281388726765,0.9065987513485789,0.2709891936824605
F1_3,0.9269243721309441,0.9394576045660662,0.9093086167901016,0.36920037107986653
Precision_4,0.9257335392390846,0.9428054742456055,0.9288555621599378,0.533065531506685
Recall_4,0.9130294312220189,0.9464607147802274,0.9376298096893798,0.2735734395913783
F1_4,0.9193375985624216,0.9446295585412668,0.9332220622913668,0.3615807720853625
Avg_F1,0.9409038648386698,0.9513649360915958,0.9393616607331943,0.4918867877121681
