,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9876004401900503,0.9892769179709335,0.9877934600335383,0.9225086465902739
Precision_0,0.9948528197004888,0.9961944175706953,0.9950510309258301,0.943783717678973
Recall_0,0.9950936126077874,0.9949132986184351,0.9946979910785887,0.9902095822061684
F1_0,0.9949732015855992,0.9955534459456502,0.9948744796823966,0.9664394192383006
Precision_1,0.9127172335681166,0.9208700082573482,0.9134001340719049,0.5606539908760947
Recall_1,0.926706556699549,0.9418180511383034,0.9303541588054552,0.30253535299085405
F1_1,0.9196586988115086,0.9312262374302669,0.9217991970731447,0.39300219410858506
Precision_2,0.9392830093410754,0.9306119566368869,0.9332535970580885,0.5603677923863539
Recall_2,0.9225796167062241,0.9335789436395197,0.9259803747918807,0.3465053668213539
F1_2,0.930856387161341,0.9320930890570842,0.9296027596998471,0.4282196368571397
Precision_3,0.9199183745896549,0.9232145649114882,0.9178609625668449,0.5919279451400498
Recall_3,0.9216355555555555,0.9447644444444444,0.9154133333333333,0.30844444444444447
F1_3,0.9207761644687181,0.9338651999332238,0.9166355140186916,0.40555860730940496
Precision_4,0.9215380986081623,0.939287278643389,0.9297773770287917,0.5778842769339073
Recall_4,0.9150334962599747,0.9376298077673845,0.9339444383715665,0.33329169074129017
F1_4,0.9182742787293727,0.9384578113644001,0.9318562491722564,0.4227592354164603
Avg_F1,0.9369077461513079,0.946239156746125,0.9389536399292673,0.5231958185859782
